key,source_text,target_text,status
container.mekanism.advanced_smelting_factory,Advanced Smelting Factory,高度な 製錬 工場,translated
container.mekanism.antiprotonic_nucleosynthesizer,Antiprotonic Nucleosynthesizer,反陽子 核合成装置,translated
container.mekanism.basic_chemical_tank,Basic Chemical Tank,基本的な 化学物質 タンク,translated
container.mekanism.basic_combining_factory,Basic Combining Factory,基本的な コンバイニング 工場,translated
container.mekanism.basic_compressing_factory,Basic Compressing Factory,基本的な 圧縮 工場,translated
container.mekanism.basic_crushing_factory,Basic Crushing Factory,基本的な 粉砕 工場,translated
container.mekanism.basic_energy_cube,Basic Energy Cube,基本的な エネルギー キューブ,translated
container.mekanism.basic_enriching_factory,Basic Enriching Factory,基本的な 濃縮 工場,translated
container.mekanism.basic_fluid_tank,Basic Fluid Tank,基本的な 流体 タンク,translated
container.mekanism.basic_infusing_factory,Basic Infusing Factory,基本的な 注入 工場,translated
container.mekanism.basic_injecting_factory,Basic Injecting Factory,基本的な 注射 工場,translated
container.mekanism.basic_purifying_factory,Basic Purifying Factory,基本的な 精製 工場,translated
container.mekanism.basic_sawing_factory,Basic Sawing Factory,基本的な 製材 工場,translated
container.mekanism.basic_smelting_factory,Basic Smelting Factory,基本的な 製錬 工場,translated
container.mekanism.chemical_crystallizer,Chemical Crystallizer,化学物質 Crystallizer,translated
container.mekanism.chemical_dissolution_chamber,C. Dissolution Chamber,化学溶解チャンバー,translated
container.mekanism.chemical_infuser,C. Infuser,化学インフューザー,translated
container.mekanism.chemical_injection_chamber,Chemical Injection Chamber,化学物質 Injection Chamber,translated
container.mekanism.chemical_oxidizer,Chemical Oxidizer,化学物質 Oxidizer,translated
container.mekanism.chemical_washer,Chemical Washer,化学物質 Washer,translated
container.mekanism.combiner,Combiner,コンバイナー,translated
container.mekanism.creative_chemical_tank,Creative Chemical Tank,Creative 化学物質 タンク,translated
container.mekanism.creative_energy_cube,Creative Energy Cube,Creative エネルギー キューブ,translated
container.mekanism.creative_fluid_tank,Creative Fluid Tank,Creative 流体 タンク,translated
container.mekanism.crusher,Crusher,粉砕機,translated
container.mekanism.digital_miner,Digital Miner,デジタルマイナー,translated
container.mekanism.dimensional_stabilizer,Dimensional Stabilizer,ディメンション安定化装置,translated
container.mekanism.electric_pump,Electric Pump,Electric ポンプ,translated
container.mekanism.electrolytic_separator,Electrolytic Separator,Electrolytic セパレーター,translated
container.mekanism.elite_chemical_tank,Elite Chemical Tank,エリート 化学物質 タンク,translated
container.mekanism.elite_combining_factory,Elite Combining Factory,エリート コンバイニング 工場,translated
container.mekanism.elite_compressing_factory,Elite Compressing Factory,エリート 圧縮 工場,translated
container.mekanism.elite_crushing_factory,Elite Crushing Factory,エリート 粉砕 工場,translated
container.mekanism.elite_energy_cube,Elite Energy Cube,エリート エネルギー キューブ,translated
container.mekanism.elite_enriching_factory,Elite Enriching Factory,エリート 濃縮 工場,translated
container.mekanism.elite_fluid_tank,Elite Fluid Tank,エリート 流体 タンク,translated
container.mekanism.elite_infusing_factory,Elite Infusing Factory,エリート 注入 工場,translated
container.mekanism.elite_injecting_factory,Elite Injecting Factory,エリート 注射 工場,translated
container.mekanism.elite_purifying_factory,Elite Purifying Factory,エリート 精製 工場,translated
container.mekanism.elite_sawing_factory,Elite Sawing Factory,エリート 製材 工場,translated
container.mekanism.elite_smelting_factory,Elite Smelting Factory,エリート 製錬 工場,translated
container.mekanism.energized_smelter,Energized Smelter,充電かまど,translated
container.mekanism.enrichment_chamber,Enrichment Chamber,濃縮室,translated
container.mekanism.fluidic_plenisher,Fluidic Plenisher,流体ic Plenisher,translated
container.mekanism.formulaic_assemblicator,Formulaic Assemblicator,フォーミュラic アセンブリator,translated
container.mekanism.fuelwood_heater,Fuelwood Heater,燃料木加熱器,translated
container.mekanism.isotopic_centrifuge,Isotopic Centrifuge,同位体遠心分離器,translated
container.mekanism.laser_amplifier,Laser Amplifier,レーザーアンプ,translated
container.mekanism.laser_tractor_beam,Laser Tractor Beam,レーザートラクタービーム,translated
container.mekanism.logistical_sorter,Logistical Sorter,ロジスティック Sorter,translated
container.mekanism.metallurgic_infuser,Metallurgic Infuser,冶金インフューザー,translated
container.mekanism.modification_station,Modification Station,改造ステーション,translated
container.mekanism.nutritional_liquifier,Nutritional Liquifier,栄養液化装置,translated
container.mekanism.oredictionificator,Oredictionificator,鉱石辞書化装置,translated
container.mekanism.osmium_compressor,Osmium Compressor,オスミウムコンプレッサー,translated
container.mekanism.painting_machine,Painting Machine,ペイント機,translated
container.mekanism.personal_barrel,Personal Barrel,個人用バレル,translated
container.mekanism.personal_chest,Personal Chest,個人用チェスト,translated
container.mekanism.pigment_extractor,Pigment Extractor,顔料抽出装置,translated
container.mekanism.pigment_mixer,Pigment Mixer,顔料ミキサー,translated
container.mekanism.precision_sawmill,Precision Sawmill,高精度製材機,translated
container.mekanism.pressurized_reaction_chamber,Pressurized Reaction Chamber,加圧 Reaction Chamber,translated
container.mekanism.purification_chamber,Purification Chamber,精製室,translated
container.mekanism.qio_dashboard,QIO Dashboard,QIO ダッシュボード,translated
container.mekanism.qio_drive_array,QIO Drive Array,QIO ドライブアレイ,translated
container.mekanism.qio_exporter,QIO Exporter,QIO エクスポーター,translated
container.mekanism.qio_importer,QIO Importer,QIO インポーター,translated
container.mekanism.qio_redstone_adapter,QIO Redstone Adapter,QIO レッドストーンアダプター,translated
container.mekanism.quantum_entangloporter,Quantum Entangloporter,量子もつれポーター,translated
container.mekanism.resistive_heater,Resistive Heater,抵抗加熱器,translated
container.mekanism.rotary_condensentrator,Rotary Condensentrator,回転濃縮機,translated
container.mekanism.security_desk,Security Desk,セキュリティデスク,translated
container.mekanism.seismic_vibrator,Seismic Vibrator,地震バイブレーター,translated
container.mekanism.solar_neutron_activator,Solar Neutron Activator,太陽中性子活性化装置,translated
container.mekanism.teleporter,Teleporter,テレポーター,translated
container.mekanism.ultimate_chemical_tank,Ultimate Chemical Tank,究極の 化学物質 タンク,translated
container.mekanism.ultimate_combining_factory,Ultimate Combining Factory,究極の コンバイニング 工場,translated
container.mekanism.ultimate_compressing_factory,Ultimate Compressing Factory,究極の 圧縮 工場,translated
container.mekanism.ultimate_crushing_factory,Ultimate Crushing Factory,究極の 粉砕 工場,translated
container.mekanism.ultimate_energy_cube,Ultimate Energy Cube,究極の エネルギー キューブ,translated
container.mekanism.ultimate_enriching_factory,Ultimate Enriching Factory,究極の 濃縮 工場,translated
container.mekanism.ultimate_fluid_tank,Ultimate Fluid Tank,究極の 流体 タンク,translated
container.mekanism.ultimate_infusing_factory,Ultimate Infusing Factory,究極の 注入 工場,translated
container.mekanism.ultimate_injecting_factory,Ultimate Injecting Factory,究極の 注射 工場,translated
container.mekanism.ultimate_purifying_factory,Ultimate Purifying Factory,究極の 精製 工場,translated
container.mekanism.ultimate_sawing_factory,Ultimate Sawing Factory,究極の 製材 工場,translated
container.mekanism.ultimate_smelting_factory,Ultimate Smelting Factory,究極の 製錬 工場,translated
conversion.mekanism.energy,Item to Energy,アイテム to エネルギー,translated
conversion.mekanism.gas,Item to Gas,アイテム to ガス,translated
conversion.mekanism.infusion,Item to Infuse Type,アイテム to Infuse Type,translated
crafting_formula.mekanism.encoded,(Encoded),(エンコードd),translated
crafting_formula.mekanism.ingredients,Ingredients:,材料：,translated
death.attack.mekanism.laser,%1$s was incinerated.,%1$sは焼き尽くされました。,translated
death.attack.mekanism.laser.player,%1$s was incinerated whilst trying to escape %2$s.,%1$sは%2$sから逃げようとしながら焼き尽くされました。,translated
death.attack.mekanism.radiation,%1$s was killed by radiation poisoning.,%1$sは放射能中毒で死亡しました。,translated
death.attack.mekanism.radiation.player,%1$s was killed by radiation poisoning whilst trying to escape %2$s.,%1$sは%2$sから逃げようとしながら放射能中毒で死亡しました。,translated
description.mekanism.antiprotonic_nucleosynthesizer,A machine which uses bits of antimatter and mass amounts of energy to atomically transmute various resources.,反物質と大量のエネルギーを使用して様々なリソースを原子的に変成する機械です。,translated
description.mekanism.attack_amplification_unit,Amplifies melee attacks on players or mobs.,プレイヤーやモブへの近接攻撃を増幅します。,translated
description.mekanism.bin,A block used to store large quantities of a single type of item.,単一タイプのアイテムを大量に保存するために使用されるブロック。,translated
description.mekanism.blasting_unit,Uses controlled explosions to destroy nearby blocks in the target plane.,制御された爆発を使用してターゲット平面の近くのブロックを破壊します。,translated
description.mekanism.boiler_casing,"A pressure-resistant, dense casing used in the creation of a Thermoelectric Boiler multiblock.","A pressure-resistant, dense casing used in the creation of a Thermoelectric ボイラー multiblock.",translated
description.mekanism.boiler_valve,"A valve that can be placed on a Thermoelectric Boiler multiblock, allowing for the insertion of energy and water along with the extraction of produced steam.","A valve that can be placed on a Thermoelectric ボイラー multiblock, allowing for the insertion of energy and water along with the extraction of produced steam.",translated
description.mekanism.charge_distribution_unit,Evenly distributes charge throughout all worn MekaSuit armor.,着用中のすべてのMekaSuitアーマー全体に均等にチャージを分配します。,translated
description.mekanism.chargepad,A universal chargepad that can charge any energized item from any mod.,あらゆるModのあらゆるエネルギー化されたアイテムを充電できるユニバーサルチャージパッド。,translated
description.mekanism.chemical_crystallizer,An ultimate machine used to crystallize purified ore slurry into ore crystals.,精製された鉱石スラリーを鉱石結晶に結晶化するためのアルティメット機械。,translated
description.mekanism.chemical_dissolution_chamber,"An ultimate machine used to chemically dissolve all impurities of an ore, leaving an unprocessed slurry behind.",鉱石のすべての不純物を化学的に溶解し、未処理のスラリーを残すアルティメット機械。,translated
description.mekanism.chemical_infuser,A machine that produces a new gas by infusing two others.,2つのガスを注入することで新しいガスを生成する機械。,translated
description.mekanism.chemical_injection_chamber,"An elite machine capable of processing ores into four shards, serving as the initial stage of 400% ore processing.",鉱石を4つの断片に処理できるエリート機械で、400％鉱石処理の初期段階として機能します。,translated
description.mekanism.chemical_oxidizer,A machine capable of oxidizing solid materials into gas phase.,固体材料を気体状に酸化できる機械。,translated
description.mekanism.chemical_tank,A portable tank that lets you carry chemicals wherever you please.,化学物質をどこにでも運べるポータブルタンク。,translated
description.mekanism.chemical_washer,An ultimate machine that cleans unprocessed slurry and prepares it for crystallization.,未処理のスラリーを洗浄し結晶化の準備をするアルティメット機械。,translated
description.mekanism.combiner,"A machine used to combine items together. For example, raw ores and cobblestone to form their ore counterparts.",アイテムを組み合わせるために使用される機械。例えば、生の鉱石と丸石を鉱石に変成させます。,translated
description.mekanism.crusher,"A machine used to crush ingots into their dust counterparts, as well as perform many other operations.",インゴットを粉にするために使用される機械で、他の多くの操作も実行します。,translated
description.mekanism.dictionary,"A tool used for viewing the tags of various components such as: items, blocks, and fluids.",アイテム、ブロック、流体などの様々なコンポーネントのタグを表示するために使用されるツール。,translated
description.mekanism.digital_miner,"A highly-advanced, filter-based, auto-miner that can mine whatever block you tell it to within a 32 block (max) radius.",高度なフィルターベースの自動採掘機で、32ブロック（最大）の半径内を指定したブロックを採掘できます。,translated
description.mekanism.dimensional_stabilizer,A machine that prevents areas of the world from disappearing when not observed.,観察されていない場合、世界の領域が消えるのを防ぐ機械。,translated
description.mekanism.diversion,- Controllable by redstone,- 制御lable by redstone,translated
description.mekanism.dosimeter_unit,Displays the user's current radiation dose in the HUD.,HUDにユーザーの現在の放射線量を表示します。,translated
description.mekanism.dynamic_tank,"The casing used in the Dynamic Tank multiblock, a structure capable of storing great amounts of fluid and chemicals.","The casing used in the Dynamic タンク multiblock, a structure capable of storing great amounts of fluid and chemicals.",translated
description.mekanism.dynamic_valve,"A valve that can be placed on a Dynamic Tank multiblock, allowing for fluids and chemicals to be inserted and extracted via external piping.","A valve that can be placed on a Dynamic タンク multiblock, allowing for fluids and chemicals to be inserted and extracted via external piping.",translated
description.mekanism.electric_pump,"An advanced, upgradeable pump, capable of extracting any type of fluid.",高度で、アップグレード可能なポンプで、あらゆるタイプの流体を抽出できます。,translated
description.mekanism.electrolytic_breathing_unit,Uses electrolysis to create breathable oxygen from water. Will also fill a jetpack module with hydrogen when necessary.,電気分解を使用して水から呼吸可能な酸素を生成します。必要に応じてジェットパックモジュールに水素を充填します。,translated
description.mekanism.electrolytic_separator,A machine that uses the process of electrolysis to split apart a certain gas into two different gases.,電気分解のプロセスを使用して特定のガスを2つの異なるガスに分割する機械。,translated
description.mekanism.elytra_unit,Applies an HDPE Reinforced Elytra to the MekaSuit.,MekaSuitにHDPE強化エリトラを適用します。,translated
description.mekanism.energized_smelter,A simple machine that serves as a Mekanism-based furnace that runs off of energy.,エネルギーで動作するMekanismベースの炉として機能する単純な機械。,translated
description.mekanism.energy_cube,An advanced device for storing and distributing energy.,エネルギーを保存・配給する高度なデバイス。,translated
description.mekanism.energy_unit,Increases maximum energy capacity.,最大エネルギー容量を増加させます。,translated
description.mekanism.enrichment_chamber,"A simple machine used to enrich ores into two of their dust counterparts, as well as perform many other operations.",鉱石を2つの粉に濃縮するために使用される単純な機械で、他の多くの操作も実行します。,translated
description.mekanism.excavation_escalation_unit,Increases digging speed on any block.,あらゆるブロックの掘削速度を上げます。,translated
description.mekanism.factory,"A machine that serves as an upgrade to regular machinery, allowing for multiple processing operations to occur at once.",通常の機械のアップグレードとして機能し、複数の処理操作を同時に実行できる機械。,translated
description.mekanism.farming_unit,"Allows for soil tilling, log stripping, and soil flattening.",土地耕作、ログ剥取、土地均平化が可能です。,translated
description.mekanism.fluid_tank,"A handy, sturdy, portable tank that lets you carry multiple buckets of fluid wherever you please. Also doubles as a bucket!",便利で丈夫なポータブルタンクで、流体を複数バケット持ち運べます。バケットとしても機能します！,translated
description.mekanism.fluidic_plenisher,A machine that is capable of creating entire lakes by filling ravines with fluids.,峡谷に流体を満たして湖全体を作成できる機械。,translated
description.mekanism.fluorite_ore,"A mineral found relatively deep under the world's surface. The crystals can be processed into Hydrofluoric Acid, an essential chemical for Uranium processing.",世界の表面の比較的深くにある鉱物。結晶はフッ化水素に処理でき、ウランの処理に必須の化学物質です。,translated
description.mekanism.formulaic_assemblicator,A machine that uses energy to rapidly craft items and blocks from Crafting Formulas. Doubles as an advanced crafting bench.,A machine that uses energy to rapidly craft items and blocks from クラフトing フォーミュラs. Doubles as an advanced crafting bench.,translated
description.mekanism.fortune_unit,Increases ore yields.,鉱石の産出量を増加させます。,translated
description.mekanism.frost_walker_unit,Uses liquid hydrogen to freeze any water the player walks on. Install multiple for a greater range.,液体水素を使用してプレイヤーが歩く水を凍らせます。複数インストールするとより大きな範囲になります。,translated
description.mekanism.fuelwood_heater,A machine that is capable of producing large quantities of heat energy by burning combustible items.,可燃性アイテムを燃やして大量の熱エネルギーを生成できる機械。,translated
description.mekanism.geiger_unit,Displays the ambient radiation level in the HUD.,HUDに周囲の放射線レベルを表示します。,translated
description.mekanism.gravitational_modulating_unit,"Using experimental technologies and the tremendous energy of antimatter, allows the user to defy gravity.",実験的な技術と反物質の膨大なエネルギーを使用して、ユーザーが重力に逆らうことを可能にします。,translated
description.mekanism.gyroscopic_stabilization_unit,Allows the user to act as though they are on solid ground.,ユーザーが固い地面にいるかのように行動することを可能にします。,translated
description.mekanism.hydraulic_propulsion_unit,Allows the user to both step and jump higher.,ユーザーがより高くステップおよびジャンプすることを可能にします。,translated
description.mekanism.hydrostatic_repulsor_unit,"Uses advanced technology to repel water, lowering the resistance felt while moving through it.",高度な技術を使用して水を反発させ、その中を移動する際の抵抗を低減します。,translated
description.mekanism.induction_casing,A type of energy-resistant casing used in the creation of an Energized Induction Matrix multiblock.,A type of energy-resistant casing used in the creation of an Energized 誘導 Matrix multiblock.,translated
description.mekanism.induction_cell,A highly conductive energy capacitor capable of storing massive amounts of energy in a single block. Housed in an Energized Induction Matrix to expand the multiblock's energy storage.,A highly conductive energy capacitor capable of storing massive amounts of energy in a single block. Housed in an Energized 誘導 Matrix to expand the multiblock's energy storage.,translated
description.mekanism.induction_port,"A port that can be placed on an Energized Induction Matrix multiblock, allowing for energy to be inserted from and output to external cabling.","A port that can be placed on an Energized 誘導 Matrix multiblock, allowing for energy to be inserted from and output to external cabling.",translated
description.mekanism.induction_provider,"An advanced complex of coolant systems, conductors and transformers capable of expanding the Energized Induction Matrix's maximum rate of energy transfer.","An advanced complex of coolant systems, conductors and transformers capable of expanding the Energized 誘導 Matrix's maximum rate of energy transfer.",translated
description.mekanism.industrial_alarm,Not just your everyday alarm... this is an 'industrial' alarm!,普通のアラームではありません...これは「工業用」アラームです！,translated
description.mekanism.inhalation_purification_unit,"Applies a miniature electromagnetic field around the breathing apparatus, preventing selected potion effect types.",呼吸装置の周りに小型の電磁場を適用し、選択したポーション効果タイプを防止します。,translated
description.mekanism.isotopic_centrifuge,"A machine with one single purpose: to spin its contents really, REALLY fast.",1つの単一の目的を持つ機械: 内容物を本当に、本当に高速に回転させます。,translated
description.mekanism.jetpack_unit,Applies a hydrogen-fueled jetpack to the MekaSuit.,MekaSuitに水素燃料ジェットパックを適用します。,translated
description.mekanism.laser,An advanced form of linear energy transfer that utilizes an extremely collimated beam of light.,極めて平行な光ビームを利用した高度な直線エネルギー伝達形式。,translated
description.mekanism.laser_amplifier,"A block that can be used to merge, redirect and amplify laser beams, with fine controls over when to fire.",レーザービームの合成、方向転換、増幅に使用でき、発火タイミングの細かい制御ができるブロック。,translated
description.mekanism.laser_dissipation_unit,Refracts and safely dissipates lasers that hit any MekaSuit armor piece.,MekaSuitのあらゆるアーマーピースに当たったレーザーを屈折させ、安全に消散させます。,translated
description.mekanism.laser_tractor_beam,A block used to merge and redirect laser beams. Collects drops from blocks it has broken.,レーザービームの合成と方向転換に使用されるブロック。破壊したブロックからドロップを集めます。,translated
description.mekanism.lead_ore,A somewhat rare metal that is excellent at resisting radioactive particles.,放射線粒子への耐性に優れた、やや珍しい金属。,translated
description.mekanism.locomotive_boosting_unit,Increases the user's sprinting speed (and jumping distance).,ユーザーのスプリント速度（ジャンプ距離）を上げます。,translated
description.mekanism.logistical_sorter,"A filter-based, advanced sorting machine that can auto-eject specified items out of and into adjacent inventories and Logistical Transporters.","A filter-based, advanced ソートing machine that can auto-排出 specified items out of and into adjacent inventories and ロジスティック 運送機s.",translated
description.mekanism.magnetic_attraction_unit,Uses powerful magnets to draw distant items towards the player. Install multiple for a greater range.,強力な磁石を使用して遠くのアイテムをプレイヤーに引き寄せます。複数インストールするとより大きな範囲になります。,translated
description.mekanism.metallurgic_infuser,A machine used to infuse various materials into (generally) metals to create metal alloys and other compounds.,様々な材料を（一般的に）金属に注入して金属合金や他の化合物を作成するために使用される機械。,translated
description.mekanism.modification_station,An advanced workbench capable of installing and removing modules from modular equipment (i.e. MekaSuit!),モジュール式機器（例：MekaSuit！）からモジュールをインストール・削除できる高度なワークベンチ。,translated
description.mekanism.nutritional_injection_unit,Automatically feeds the player Nutritional Paste when hungry.,自動matically feeds the player Nutritional Paste when hungry.,translated
description.mekanism.nutritional_liquifier,"A machine that is capable of processing any foods into non-dangerous, easily-digestible Nutritional Paste.",あらゆる食料を危険でなく、容易に消化できる栄養ペーストに処理できる機械。,translated
description.mekanism.oredictionificator,A machine used to unify and translate between various items and blocks using item tags.,アイテムタグを使用して様々なアイテムとブロック間を統一・翻訳するために使用される機械。,translated
description.mekanism.osmium_compressor,A fairly advanced machine used to compress osmium into various dusts in order to create their ingot counterparts.,オスミウムを様々なダストに圧縮してそのインゴット相当品を作成するために使用される、かなり高度な機械。,translated
description.mekanism.osmium_ore,A strong mineral that can be found at nearly any height in the world. It is known to have many uses in the construction of machinery.,世界のほぼあらゆる高さに見られる強い鉱物。機械の建設に多くの用途があることで知られています。,translated
description.mekanism.painting_machine,A machine used to color blocks and items via a careful application of a stored pigment.,保存された顔料の注意深い適用でブロックとアイテムに色を付けるために使用される機械。,translated
description.mekanism.personal_barrel,A 54-slot barrel that can be opened anywhere- even from your own inventory.,あらゆる場所から開けられる54スロットバレル - あなた自身のインベントリからも。,translated
description.mekanism.personal_chest,A 54-slot chest that can be opened from your own inventory.,自分のインベントリから開けられる54スロットチェスト。,translated
description.mekanism.pigment_extractor,A machine used to extract pigments from blocks and items.,ブロックとアイテムから顔料を抽出するために使用される機械。,translated
description.mekanism.pigment_mixer,A sturdy machine capable of mixing two pigments together to produce a new pigment.,2つの顔料を混ぜて新しい顔料を生成できる、丈夫な機械。,translated
description.mekanism.precision_sawmill,"A machine used to process logs and other wood-based items more efficiently, as well as to obtain sawdust.",ログや他の木製アイテムをより効率的に処理し、また鋸粉を取得するために使用される機械。,translated
description.mekanism.pressure_disperser,"A block used to disperse steam throughout a multiblock structure. These should form a gapless, horizontal plane in order to properly control steam flow.",マルチブロック構造全体に蒸気を分散させるために使用されるブロック。蒸気流を適切に制御するために、隙間のない水平面を形成する必要があります。,translated
description.mekanism.pressurized_reaction_chamber,"An advanced machine that processes a solid, liquid and gaseous mixture and creates both a gaseous and solid product.",固体、液体、気体の混合物を処理し、気体と固体の両方の製品を作成する高度な機械。,translated
description.mekanism.purification_chamber,"An advanced machine capable of processing ores into three clumps, serving as the initial stage of 300% ore processing.",鉱石を3つのクランプに処理できる高度な機械で、300％鉱石処理の初期段階として機能します。,translated
description.mekanism.qio_dashboard,A placeable monitor used to access an Quantum Item Orchestration system's contents.,A placeable monitor used to access an Quantum アイテム Orchestration system's contents.,translated
description.mekanism.qio_drive_array,The foundation of any Quantum Item Orchestration system. QIO Drives are stored here.,The foundation of any Quantum アイテム Orchestration system. QIO Drives are stored here.,translated
description.mekanism.qio_exporter,A QIO-linked item export unit. Place on a block and export contents from your QIO system to the block.,QIOリンク付きアイテムエクスポートユニット。ブロックに配置し、QIOシステムのコンテンツをブロックにエクスポートしてください。,translated
description.mekanism.qio_importer,A QIO-linked item import unit. Place on a block and import its contents to your QIO system.,QIOリンク付きアイテムインポートユニット。ブロックに配置し、そのコンテンツをQIOシステムにインポートしてください。,translated
description.mekanism.qio_redstone_adapter,A QIO-linked redstone adapter. Use to monitor your QIO system's contents.,QIOリンク付きレッドストーンアダプター。QIOシステムのコンテンツを監視するために使用してください。,translated
description.mekanism.quantum_entangloporter,A highly-advanced block capable of transmitting any practical resource across long distances and dimensions.,長距離とディメンション全体にあらゆる実用的なリソースを送信できる、極度に高度なブロック。,translated
description.mekanism.radiation_shielding_unit,"Provides thick, radiation-proof metal plating to any MekaSuit armor piece.",あらゆるMekaSuitアーマーピースに厚く、放射線証明の金属めっき層を提供します。,translated
description.mekanism.radioactive_waste_barrel,A barrel that can be used to 'safely' store radioactive waste. WARNING: breaking this barrel will release its contents into the atmosphere.,放射性廃棄物を「安全に」保存するために使用できるバレル。警告: このバレルを破壊すると、その内容物が大気中に放出されます。,translated
description.mekanism.resistive_heater,"A condensed, coiled resistor capable of converting electrical energy directly into heat energy.",電気エネルギーを直接熱エネルギーに変換できる、凝縮されたコイル抵抗体。,translated
description.mekanism.restrictive,- Only used if no other paths available,- 他に利用可能なパスがない場合のみ使用,translated
description.mekanism.rotary_condensentrator,A machine capable of converting gases into their fluid form and vice versa.,ガスをそれらの流体形態に変換できる機械、およびその逆も可能。,translated
description.mekanism.security_desk,A central control hub for managing the security of all your owned machinery.,所有するすべての機械のセキュリティを管理するための中央制御ハブ。,translated
description.mekanism.seismic_reader,A portable machine that uses seismic vibrations to provide information on differing layers of the world.,地震の振動を使用して世界のさまざまな層に関する情報を提供するポータブル機械。,translated
description.mekanism.seismic_vibrator,A machine that uses seismic vibrations to provide information on differing layers of the world.,地震の振動を使用して世界のさまざまな層に関する情報を提供する機械。,translated
description.mekanism.shearing_unit,Allows the creation of energy blades for precise cutting jobs. Does not add laser swords.,正確な切断作業のためのエネルギーブレードの作成を可能にします。レーザーソードは追加しません。,translated
description.mekanism.silk_touch_unit,Allows all mined blocks to drop as themselves.,採掘されたすべてのブロックがそのまま落下することを可能にします。,translated
description.mekanism.solar_neutron_activator,"A machine that directs the neutron radiation of the sun into its internal reservoir, allowing for the slow creation of various isotopes.",太陽の中性子放射をその内部貯蔵庫に向け、様々な同位体の低速生成を可能にする機械。,translated
description.mekanism.sps_casing,Reinforced casing capable of resisting intense chemical and thermal effects from phase-shifting reactions.,位相シフト反応の激しい化学的および熱的影響に耐えることができる補強ケーシング。,translated
description.mekanism.sps_port,A port used for the transfer of energy and substances in the Supercritical Phase Shifter.,超臨界位相シフターのエネルギーと物質の転送に使用されるポート。,translated
description.mekanism.steel_casing,"A sturdy, steel-based casing used as a foundation for machinery.",機械の基礎として使用される、丈夫で鋼製のケーシング。,translated
description.mekanism.structural_glass,"An advanced, reinforced material of glass that drops when broken and can be used in the structure of any applicable multiblock.",破壊時に落下する、適用可能なマルチブロックの構造に使用できる、高度で補強されたガラス材料。,translated
description.mekanism.supercharged_coil,Used in Supercritical Phase Shifter multiblock to supply large quantities of energy. Must be attached to a SPS Port.,超臨界位相シフターマルチブロックで大量のエネルギーを供給するために使用されます。SPS ポートに接続する必要があります。,translated
description.mekanism.superheating_element,"A modular, somewhat dangerous radiator that is capable of emitting massive amounts of heat to its surroundings.",膨大な熱を周囲に放出することができる、モジュール式で、やや危険なラジエーター。,translated
description.mekanism.teleportation_unit,Provides for quick travel to nearby blocks.,近くのブロックへの迅速な移動を提供します。,translated
description.mekanism.teleporter,A machine capable of teleporting players to various locations defined by another teleporter.,別のテレポーターで定義された様々な場所にプレイヤーをテレポートできる機械。,translated
description.mekanism.teleporter_frame,"The frame used to construct the Teleporter multiblock, allowing a portal to be generated within the structure.",Teleporterマルチブロックを構築するために使用されるフレーム。構造内にポータルが生成されるのを可能にします。,translated
description.mekanism.thermal_evaporation_block,"A copper-alloyed casing used in the structure of a Thermal Evaporation Plant, using its advanced material to conduct the great amounts of heat necessary for processing.",熱蒸発プラントの構造で使用される銅合金ケーシング。その高度な材料を使用して処理に必要な大量の熱を導く。,translated
description.mekanism.thermal_evaporation_controller,"The controller for a Thermal Evaporation Plant, acting as the master block of the structure. Only one of these should be placed on a multiblock.",熱蒸発プラントのコントローラー。構造のマスターブロックとして機能します。マルチブロックには1つだけ配置すべき。,translated
description.mekanism.thermal_evaporation_valve,"A valve that can be placed on a Thermal Evaporation Plant multiblock, allowing for fluids to be inserted and extracted via external piping.",熱蒸発プラントマルチブロックに配置できるバルブ。外部配管を介して流体の挿入および抽出が可能。,translated
description.mekanism.tin_ore,"A lightweight, yet sturdy, conductive material.",軽量で、丈夫で、導電性のある材料。,translated
description.mekanism.uranium_ore,"A common, heavy metal, which can yield massive amounts of energy when properly processed. In its naturally-occurring form, it is not radioactive enough to cause harm.",一般的な重金属で、適切に処理すると膨大なエネルギーを生成できます。自然発生的な形態では、害を与えるほど放射能は高くありません。,translated
description.mekanism.vein_mining_unit,Allows for quick mining of ore deposits and rapid felling of trees.,鉱石鉱脈の迅速な採掘と樹木の迅速な伐採が可能。,translated
description.mekanism.vision_enhancement_unit,"Brightens the surrounding environment, allowing the user to see through darkness. Install multiple for more effective night vision.",周囲の環境を明るくし、ユーザーが暗闇を通して見ることを可能にします。複数インストールするとより効果的な暗視が得られます。,translated
dictionary.mekanism.attribute,Attribute,属性,translated
dictionary.mekanism.attribute.desc,Display Attribute Tags,属性タグを表示,translated
dictionary.mekanism.block,Block,ブロック,translated
dictionary.mekanism.block.desc,Display Block Tags,Display ブロック Tags,translated
dictionary.mekanism.block_entity_type,Block Entity Type,ブロック Entity Type,translated
dictionary.mekanism.block_entity_type.desc,Display Block Entity Type Tags,Display ブロック Entity Type Tags,translated
dictionary.mekanism.enchantment,Enchantment,エンチャント,translated
dictionary.mekanism.enchantment.desc,Display Enchantment Tags,エンチャントタグを表示,translated
dictionary.mekanism.entity_type,Entity Type,エンティティタイプ,translated
dictionary.mekanism.entity_type.desc,Display Entity Type Tags,エンティティタイプタグを表示,translated
dictionary.mekanism.fluid,Fluid,流体,translated
dictionary.mekanism.fluid.desc,Display Fluid Tags,Display 流体 Tags,translated
dictionary.mekanism.gas,Gas,ガス,translated
